Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seat Capacity,Location,Sales Channel,URL
2010 Perodua Alza 1.5 EZi MPV One Year Warranty / Cash Deal Only,Perodua,Alza,2010,MPV,Petrol - Unleaded (ULP),120 - 125K KM,Automatic,Silver,19999,RM 259/month,Used,7,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875768
2019 Proton Persona 1.6 Executive Sedan FREE TINTED,Proton,Persona,2019,Sedan,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Purple,28800,RM 373/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875757
2016 Nissan X-Trail 2.5 4WD SUV One Year Warranty / Tip Top Condition,Nissan,X-Trail,2016,SUV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Grey,42999,RM 557/month,Used,7,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875751
2018 Proton Exora 1.6 Turbo Executive MPV FREE TINTED,Proton,Exora,2018,MPV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Gold,24800,RM 322/month,Used,7,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875747
2018 Mercedes-Benz E200 2.0 Avantgarde Sedan W213 Low Mileage 79K / One Year Warranty / Tip Top Condition,Mercedes-Benz,E200,2018,Sedan,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,Silver,129999,"RM 1,685/month",Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875730
Toyota SUPRA 2.0 SZ-R (A) GR VALENTI JBL SZR 6763A,Toyota,GR Supra,2021,Coupe,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,White,255500,"RM 3,312/month",Used,2,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16867097
2021 Porsche Cayenne 3.0 Coupe,Porsche,Cayenne,2021,Coupe,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,White,475000,"RM 6,158/month",Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16867128
2019 Proton PERSONA PREMIUM 1.6L (A) ANDROID PLAYER WITH REVERSE CAMERA,Proton,Persona,2019,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Grey,25800,RM 334/month,Used,5,"Kuala Lumpur , Jinjang Kepong",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875711
2021 SIME DARBY BMW 330i 2.0 M Sport Driving Assist Pack Sedan,BMW,330i,2021,Sedan,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,Blue,168000,"RM 2,178/month",Used,5,"Selangor , Subang Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16867349
2018 Proton Ertiga 1.4 VVT Executive MPV FREE TINTED,Proton,Ertiga,2018,MPV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Silver,29800,RM 386/month,Used,6,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875680
2021 Toyota INNOVA X 2.0L (A) HIGH SPEC 360 CAMERA FULL SERVICE TOYOTA STILL UNDER WARRANTY TOYOTA,Toyota,Innova,2021,MPV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Silver,88800,"RM 1,151/month",Used,7,"Kuala Lumpur , Jinjang Kepong",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16872746
2016 Toyota Vellfire 2.5 Z G Edition MPV Warranty,Toyota,Vellfire,2016,MPV,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,White,156800,"RM 2,033/month",Used,7,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16860479
2020 Toyota Vellfire 2.5 ZG PILOT SEAT ** JBL SPEAKERS / HOME THEATRE / REAR TV / 4 CAMERA / SUNROOF / 3 EYE LED / BSM / DIM / BLITZ SUSPENSION **,Toyota,Vellfire,2020,MPV,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,Black,197000,"RM 2,554/month",Used,7,"Kuala Lumpur , Ampang Hilir",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16863643
2020 Mitsubishi Outlander 2.4 SUV FACELIFT FSR 1 YEAR WARRANTY,Mitsubishi,Outlander,2020,SUV,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,Maroon,78888,"RM 1,023/month",Used,7,"Selangor , Bandar Baru Bangi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875634
2012 Perodua Viva 1.0 EZ Hatchback,Perodua,Viva,2012,Hatchback,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,White,12700,RM 165/month,Used,5,"Selangor , Jenjarom",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16863602
Toyota COROLLA TOURING SPORT 1.8 MODELLISTA 1908A,Toyota,Corolla Sport,2021,Hatchback,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Black,148500,"RM 1,925/month",Used,5,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16866263
2020 Porsche 718 2.0 Cayman Coupe,Porsche,718,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Black,388000,"RM 5,030/month",Used,2,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16866903
Toyota ALPHARD 2.5 Z 4WD MOONROOF 360C 5A #4792A,Toyota,Alphard,2023,MPV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,350500,"RM 4,544/month",Used,7,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16866913
2016 Audi TT 2.0 S TFSI Quattro Coupe MALAYSIA 1 YEAR WARRANTY,Audi,TT,2016,Coupe,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Blue,146888,"RM 1,904/month",Used,4,"Selangor , Bandar Baru Bangi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16875603
2015 Rolls-Royce Ghost 6.6 Sedan,Rolls-Royce,Ghost,2015,Sedan,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,868000,"RM 11,253/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4172&page_size=25#listing_16867015
Mercedes Benz C200 1.5 AVANTGRADE AMG HUD 360 #1856A,Mercedes-Benz,C200,2022,Sedan,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Blue,243000,"RM 3,150/month",Used,5,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16866784
2017 McLaren 570GT 3.8 Coupe,McLaren,570GT,2017,Coupe,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Silver,666000,"RM 8,634/month",Used,2,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16866792
2020 BMW 740Le 3.0 xDrive Pure Excellence Sedan G12 LCI Low Mileage 35K Full Service Record Under Warranty By Bmw Until 2026,BMW,740Le,2020,Sedan,Hybrid,30 - 35K KM,Automatic,Blue,218999,"RM 2,839/month",Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16875593
Honda CIVIC TYPE R 2.0 (M) FL5 BLACK #20-22 #1064A,Honda,Civic,2023,Hatchback,Petrol - Unleaded (ULP),20 - 25K KM,Manual,Black,272500,"RM 3,533/month",Used,4,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16867230
2013 Honda CR-V 2.0 I-VTEC SUV FREE WARRANTY UNLIMITED CLAIM,Honda,CR-V,2013,SUV,Petrol - Unleaded (ULP),100 - 105K KM,Automatic,White,34888,RM 452/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16859772
2015 Bentley Flying Spur 4.0 V8 Sedan,Bentley,Flying Spur,2015,Sedan,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,White,428000,"RM 5,549/month",Used,4,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16866785
2013 Perodua Myvi 1.5 SE Hatchback FREE TINTED,Perodua,Myvi,2013,Hatchback,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Silver,21800,RM 283/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16875565
2024 Perodua AXIA 1.0 G Hatchback,Perodua,AXIA,2024,Hatchback,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,White,33800,RM 438/month,Used,5,"Johor , Masai",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16872252
2015 Toyota Camry 2.5 Hybrid Sedan,Toyota,Camry,2015,Sedan,Hybrid,95 - 100K KM,Automatic,Grey,55800,RM 723/month,Used,5,"Johor , Masai",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16872205
2024 2025 Lexus LBX 1.5 (A) Premium Dual-Tone NEW MODEL WARRANTY UNTIL 2030 500km only,Lexus,LBX,2024,SUV,Hybrid,0 - 5K KM,Automatic,White,179800,"RM 2,331/month",Used,5,"Selangor , Klang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16860067
2020 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris,2020,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Silver,55800,RM 723/month,Used,5,"Selangor , Bandar Baru Bangi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16862594
2016 Mazda CX-5 2.5 SKYACTIV-G GLS SUV 2WD One Year Warranty / Tip Top Condition,Mazda,CX-5,2016,SUV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Grey,49999,RM 648/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16875517
2015 Lamborghini Huracan 5.2 LP610-4 Coupe,Lamborghini,Huracan,2015,Coupe,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Yellow,890000,"RM 11,538/month",Used,2,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16867180
2022 Porsche Taycan 4S Sedan AWD 93.4 Kwh Performance Battery Plus Unregistered Sport Chrono With Mode Switch  Bose Sound System  8 Way Adjust Power S,Porsche,Taycan,2022,Sedan,Electric,20 - 25K KM,Automatic,White,485555,"RM 6,295/month",Used,4,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16855481
"2020 PORSCHE CAYENNE S 2.9 PDK SPORT CHRONO COUPE , PORSCHE DYNAMIC LIGHT SYSTEM PLUS",Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Black,528000,"RM 6,845/month",Used,4,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16875512
2021 Porsche Panamera 2.9 V6 TwinTurbo Hatchback RWD Unregistered Multi Function Steering  Brembo Brake Kit  Keyless Entry  Surround View Camera  Ada,Porsche,Panamera,2021,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,485555,"RM 6,295/month",Used,4,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16848177
2024 Chery Omoda E5 0.0 SUV (Pre-Owned Cond) (3800 KM Only) (Full Service Record) (Under Warranty till 2031) (Power Battery Warranty till 2032),Chery,Omoda E5,2024,SUV,Electric,0 - 5K KM,Automatic,Green,118000,"RM 1,530/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16875508
2021 Porsche Macan 2.0 Turbo SUV AWD Unregistered  20 Inch RS Spyder Wheel  Porsche Surface Coated Brake  18 Way Adjust Power Seat  Memory Seat  Full,Porsche,Macan,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,311222,"RM 4,035/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16831415
2021 Porsche Panamera 4.0 V8 GTS Hatchback PDK 4WD Unregistered 18 Way Adjust Power Seat  Memory Seat  Half Leather Seat  Alcantara Seat  Sport Chron,Porsche,Panamera,2021,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Red,653555,"RM 8,473/month",Used,4,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16848089
2021 Porsche Macan 2.0 Turbo SUV AWD Unregistered  19 Inch Wheel  14 Way Adjust Power Seat  Full Leather Seat  Memory Seat  Sport Chrono With Mode Sw,Porsche,Macan,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,301222,"RM 3,905/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16831662
2021 Porsche Macan 2.0 Turbo SUV AWD Unregistered  Porsche Dynamic Lighting System  Half Leather Seat  8 Way Adjust Power Seat  Sport Chrono With Mode,Porsche,Macan,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Grey,299888,"RM 3,888/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16830045
2021 Porsche Macan 3.0 T V6 S PDK 4WD SUV Unregistered Sport Chrono With Mode Switch  Sport Exhaust System  Three Zone Climate Control  Porsche Active,Porsche,Macan,2021,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,White,388222,"RM 5,033/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16788720
2021 Mini Cooper Crossover 2.0 SD ALL 4 SUV Unregistered Top Speed 219 Km/h 187 Hp 8 Speed Auto 17 Inch Rim Keyless Entry,MINI,Countryman,2021,SUV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Blue,168555,"RM 2,185/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16743215
2020 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris,2020,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Silver,55800,RM 723/month,Used,5,"Negeri Sembilan , Seremban",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16862567
2012 Bentley Continental GT 6.0 Coupe,Bentley,Continental GT,2012,Coupe,Petrol - Unleaded (ULP),170 - 175K KM,Automatic,Grey,100000,"RM 1,296/month",Used,4,"Selangor , Shah Alam",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4173&page_size=25#listing_16869639
2021 Porsche Macan 2.0 Turbo SUV AWD Unregistered  Sport Chrono With Mode Switch  Multi Function Steering  KeyLess Start  Power Tail Gate  Quad Exhaus,Porsche,Macan,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Silver,306555,"RM 3,974/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16830000
2021 Porsche Panamera 2.9 V6 TwinTurbo Hatchback RWD Unregistered Memory Seat  Full Leather Seat  Multi Function Steering  Brembo Brake Kit  Keyless E,Porsche,Panamera,2021,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,484888,"RM 6,286/month",Used,4,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16833337
2021 Porsche Macan 2.0 Turbo SUV AWD Unregistered  Memory Seat  Bose Sound System  Panoramic Roof Adaptive Air Suspension  Multi Function Steering  Ke,Porsche,Macan,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,312222,"RM 4,048/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16831752
2022 Mini Cooper S 2.0 3 Doors Hatchback Auto Unregistered Top Speed 234 Km/h  192 Hp 7 Speed Auto StepTronic 18 Inch Cooper S Rim  KeyLess Entry  Key,MINI,3 Door,2022,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Green,175666,"RM 2,277/month",Used,4,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16741708
2019 Perodua Myvi 1.5 AV Hatchback FREE TINTED,Perodua,Myvi,2019,Hatchback,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Purple,43800,RM 568/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16875488
Toyota VELLFIRE 2.4 Z TURBO PREMIER 360CAMERA #2254A,Toyota,Vellfire,2023,MPV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,410500,"RM 5,322/month",Used,7,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16867067
Honda CIVIC TYPE R 2.0 (M) FL5 GREY #20-23 # 1539A,Honda,Civic,2023,Hatchback,Petrol - Unleaded (ULP),0 - 5K KM,Manual,Grey,278500,"RM 3,611/month",Used,4,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16867253
[5A] [15K KM] 2021 Mercedes-Benz GLC43 AMG 3.0 4MATIC Coupe BURMESTER FULL SPEC,Mercedes-Benz,GLC43 AMG,2021,Coupe,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,365000,"RM 4,732/month",Used,5,"Kuala Lumpur , KLCC",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16861957
2011 Toyota Corolla Altis 1.8 G Sedan Free warranty,Toyota,Corolla Altis,2011,Sedan,Petrol - Unleaded (ULP),135 - 140K KM,Automatic,Silver,28800,RM 373/month,Used,5,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16861886
2016 Mazda 6 2.0 SKYACTIV-G Sedan,Mazda,6,2016,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Silver,58800,RM 762/month,Used,5,"Penang , Juru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16861856
2023 Porsche Macan 2.0 SUV,Porsche,Macan,2023,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,440000,"RM 5,704/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16861596
2019 BMW 740Le 2.0 xDrive Sedan,BMW,740Le,2019,Sedan,Hybrid,55 - 60K KM,Automatic,Blue,168000,"RM 2,178/month",Used,5,"Selangor , Shah Alam",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16863921
2014 Perodua Myvi 1.3 SE Hatchback FREE TINTED,Perodua,Myvi,2014,Hatchback,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Silver,24800,RM 322/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16875401
2013 Perodua Myvi 1.3 SE Hatchback FREE TINTED,Perodua,Myvi,2013,Hatchback,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Orange,23800,RM 309/month,Used,5,"Johor , Jementah",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16875390
2013 Perodua Myvi 1.3 SE Hatchback FREE TINTED,Perodua,Myvi,2013,Hatchback,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Orange,22800,RM 296/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16875384
2021 Lexus LC500 5.0 Coupe S Package,Lexus,LC500,2021,Coupe,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Red,478999,"RM 6,210/month",Used,4,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16861250
2017 Honda Odyssey 2.4 EXV i-VTEC MPV,Honda,Odyssey,2017,MPV,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,White,116800,"RM 1,514/month",Used,7,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16861102
2024 Honda Civic 1.5 RS VTEC Sedan,Honda,Civic,2024,Sedan,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,White,136800,"RM 1,774/month",Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16861092
2008 Nissan Sentra 1.6 SG Sedan,Nissan,Sentra,2008,Sedan,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Black,7700,RM 100/month,Used,5,"Selangor , Jenjarom",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16859675
2019 Mercedes-Benz A200 1.3 Progressive Line Sedan (A) TRUE YEAR,Mercedes-Benz,A200,2019,Sedan,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,White,119980,"RM 1,555/month",Used,5,"Selangor , Klang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16859258
